"","x1_age","x2_job","x3_marital","x4_education","x5_default","x6_housing","x7_loan","x8_contact","x9_month","x10_weekday","x11_duration","x12_campaign","x13_pdays","x14_previous","x15_poutcome","x16_empvar.rate","x17_consprice.idx","x18_consconf.idx","x19_euribor3m","x20_nr.employed","y_subscribe"
"189",46,"blue-collar","married","basic.4y","unknown","unknown","unknown","telephone","may","thu",313,2,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,0
"190",32,"blue-collar","married","basic.9y","no","no","no","cellular","apr","fri",208,1,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,0
"191",54,"management","divorced","university.degree","no","no","no","telephone","may","mon",611,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"192",23,"blue-collar","single","basic.9y","no","yes","no","cellular","jul","tue",211,1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,0
"193",20,"entrepreneur","single","high.school","no","no","no","telephone","may","thu",238,1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,0
"194",31,"blue-collar","married","basic.9y","no","no","no","telephone","may","wed",196,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"195",49,"admin.","divorced","university.degree","no","no","no","cellular","apr","thu",532,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,1
"196",36,"technician","married","university.degree","no","yes","no","cellular","may","mon",219,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,0
"197",37,"technician","single","high.school","no","yes","no","cellular","apr","thu",44,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.41,5099.1,0
"198",24,"student","single","high.school","no","no","no","telephone","jun","wed",132,1,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,0
"199",34,"management","married","university.degree","no","yes","no","telephone","may","fri",247,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"200",41,"technician","single","university.degree","unknown","no","no","telephone","jun","mon",47,2,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,0
"201",50,"management","single","university.degree","no","yes","yes","telephone","may","fri",63,1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,0
"202",32,"services","married","high.school","no","no","no","telephone","may","fri",213,2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,0
"203",50,"services","married","high.school","no","no","no","telephone","may","thu",134,6,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,0
"204",47,"unknown","married","unknown","unknown","yes","no","cellular","aug","tue",104,3,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,0
"205",40,"management","married","professional.course","no","unknown","unknown","cellular","may","tue",247,2,999,1,"failure",-1.8,92.893,-46.2,1.344,5099.1,0
"206",28,"self-employed","single","university.degree","no","unknown","unknown","cellular","aug","wed",227,1,999,0,"nonexistent",-2.9,92.201,-31.4,0.879,5076.2,0
"207",39,"admin.","divorced","university.degree","no","no","no","cellular","aug","mon",125,2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,0
"208",40,"management","married","high.school","no","yes","yes","telephone","may","tue",265,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"209",32,"technician","single","university.degree","no","no","no","telephone","may","wed",23,16,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"210",47,"housemaid","single","professional.course","no","yes","no","cellular","jun","mon",67,1,3,1,"success",-2.9,92.963,-40.8,1.215,5076.2,0
"211",39,"blue-collar","single","basic.6y","unknown","no","no","cellular","may","wed",47,1,999,1,"failure",-1.8,92.893,-46.2,1.334,5099.1,0
"212",33,"admin.","married","high.school","no","yes","yes","cellular","may","mon",124,1,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,0
"213",41,"management","married","basic.6y","unknown","yes","no","cellular","nov","mon",264,4,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,0
"214",45,"services","married","high.school","unknown","yes","no","telephone","may","tue",378,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"215",27,"services","married","high.school","unknown","no","no","telephone","jul","fri",584,1,999,0,"nonexistent",1.4,93.918,-42.7,4.959,5228.1,1
"216",33,"admin.","single","professional.course","no","yes","no","cellular","may","mon",1340,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,1
"217",45,"services","divorced","unknown","no","yes","no","telephone","may","tue",1063,5,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,1
"218",40,"technician","married","professional.course","no","yes","no","cellular","aug","thu",142,8,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,0
"219",38,"services","married","high.school","no","no","no","cellular","apr","fri",151,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,0
"220",51,"blue-collar","married","basic.9y","no","yes","no","cellular","nov","wed",359,2,999,1,"failure",-0.1,93.2,-42,4.12,5195.8,0
"221",54,"blue-collar","married","basic.6y","no","yes","no","cellular","may","tue",74,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,0
"222",53,"housemaid","married","basic.4y","unknown","yes","no","telephone","aug","thu",51,7,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,0
"223",49,"admin.","married","university.degree","no","yes","yes","telephone","may","mon",16,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.354,5099.1,0
"224",86,"retired","married","basic.4y","no","yes","no","cellular","sep","tue",288,3,999,0,"nonexistent",-1.1,94.199,-37.5,0.881,4963.6,1
"225",35,"technician","single","professional.course","no","yes","no","cellular","jul","tue",360,1,11,2,"success",-1.7,94.215,-40.3,0.835,4991.6,1
"226",36,"blue-collar","married","basic.4y","no","no","no","cellular","may","thu",227,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,0
"227",51,"services","married","high.school","no","yes","no","telephone","may","wed",114,1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,0
"228",42,"admin.","single","university.degree","no","yes","no","telephone","may","fri",87,1,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,0
"229",24,"unemployed","single","high.school","no","yes","no","cellular","may","mon",699,1,13,2,"failure",-1.8,93.876,-40,0.697,5008.7,1
"230",31,"services","single","professional.course","no","no","no","telephone","jun","thu",224,1,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,0
"231",75,"retired","married","basic.9y","no","no","no","cellular","oct","mon",120,1,999,0,"nonexistent",-3.4,92.431,-26.9,0.743,5017.5,0
"232",46,"technician","married","professional.course","no","no","no","cellular","aug","thu",382,1,999,1,"failure",-1.7,94.027,-38.3,0.904,4991.6,0
"233",48,"admin.","married","high.school","unknown","yes","yes","cellular","jul","thu",64,1,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,0
"234",37,"admin.","married","university.degree","no","no","no","cellular","apr","mon",69,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,0
"235",37,"admin.","married","high.school","no","no","yes","cellular","may","thu",198,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,0
"236",47,"services","divorced","high.school","no","yes","no","cellular","may","fri",47,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,0
"237",56,"admin.","divorced","basic.6y","unknown","no","yes","cellular","jul","mon",234,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
"238",45,"admin.","divorced","basic.6y","no","yes","no","telephone","may","thu",240,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,0
"239",41,"self-employed","married","basic.9y","no","yes","no","telephone","may","wed",514,2,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,0
"240",25,"student","single","university.degree","no","yes","yes","cellular","jun","thu",393,2,999,0,"nonexistent",-2.9,92.963,-40.8,1.235,5076.2,1
"241",52,"self-employed","divorced","university.degree","no","yes","no","cellular","may","fri",158,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,0
"242",35,"services","divorced","high.school","no","yes","no","telephone","jun","thu",74,1,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,0
"243",33,"unemployed","single","university.degree","no","no","no","cellular","aug","mon",156,1,999,0,"nonexistent",-2.9,92.201,-31.4,0.861,5076.2,0
"244",33,"admin.","divorced","high.school","no","no","no","telephone","apr","fri",392,3,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,0
"245",37,"admin.","married","high.school","no","no","no","telephone","may","mon",193,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,0
"246",52,"self-employed","married","university.degree","no","yes","no","telephone","may","tue",678,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"247",27,"admin.","single","university.degree","no","yes","no","cellular","aug","wed",398,4,999,1,"failure",-2.9,92.201,-31.4,0.879,5076.2,1
"248",34,"technician","single","professional.course","no","no","no","telephone","jun","thu",432,8,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,0
"249",34,"technician","single","professional.course","no","yes","yes","cellular","mar","fri",136,1,999,0,"nonexistent",-1.8,92.843,-50,1.726,5099.1,0
"250",29,"admin.","single","university.degree","no","yes","no","cellular","aug","wed",88,2,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,0
"251",35,"management","married","university.degree","no","no","no","cellular","nov","tue",190,3,7,3,"failure",-3.4,92.649,-30.1,0.716,5017.5,0
"252",31,"unemployed","single","professional.course","no","no","no","cellular","nov","thu",250,1,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,0
"253",33,"admin.","married","university.degree","no","yes","yes","cellular","nov","wed",84,3,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,0
"254",20,"blue-collar","single","high.school","no","yes","no","cellular","may","wed",410,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,0
"255",32,"unemployed","married","university.degree","no","yes","no","cellular","aug","wed",97,4,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,0
"256",42,"technician","divorced","professional.course","no","yes","no","cellular","aug","tue",265,11,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,0
"257",29,"admin.","single","university.degree","no","yes","no","cellular","jul","thu",543,1,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,0
"258",38,"technician","married","professional.course","no","no","yes","cellular","mar","fri",195,1,999,0,"nonexistent",-1.8,92.843,-50,1.726,5099.1,1
"259",27,"services","single","high.school","unknown","no","no","telephone","may","fri",280,1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,0
"260",48,"technician","married","professional.course","no","yes","no","cellular","aug","fri",336,8,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,1
"261",44,"management","single","university.degree","unknown","yes","yes","cellular","nov","fri",46,3,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,0
"262",54,"management","divorced","university.degree","unknown","yes","no","cellular","oct","thu",214,1,999,0,"nonexistent",-3.4,92.431,-26.9,0.754,5017.5,0
"263",39,"blue-collar","married","basic.9y","no","yes","no","cellular","may","fri",8,6,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,0
"264",40,"technician","married","professional.course","no","no","no","telephone","may","thu",255,12,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,0
"265",36,"services","married","university.degree","no","no","yes","cellular","jun","tue",255,2,3,1,"success",-2.9,92.963,-40.8,1.206,5076.2,1
"266",43,"admin.","married","university.degree","unknown","yes","no","cellular","jul","tue",112,2,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,0
"267",53,"blue-collar","married","basic.4y","unknown","yes","no","telephone","jun","mon",518,1,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,0
"268",52,"admin.","married","unknown","no","yes","no","cellular","apr","wed",184,2,10,1,"success",-1.8,93.749,-34.6,0.654,5008.7,1
"269",23,"student","single","high.school","no","yes","no","cellular","oct","mon",226,2,999,1,"failure",-1.1,94.601,-49.5,1.032,4963.6,1
"270",36,"admin.","married","university.degree","no","yes","no","cellular","may","tue",196,1,999,0,"nonexistent",-1.8,93.876,-40,0.697,5008.7,1
"271",47,"services","married","high.school","no","yes","no","telephone","jun","fri",256,8,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,0
"272",29,"admin.","married","high.school","no","yes","no","cellular","may","mon",106,1,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,0
"273",50,"admin.","divorced","university.degree","no","yes","no","telephone","nov","fri",70,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,0
"274",33,"admin.","single","university.degree","no","yes","no","cellular","jun","tue",257,3,999,0,"nonexistent",-2.9,92.963,-40.8,1.262,5076.2,1
"275",46,"services","married","basic.9y","unknown","yes","yes","cellular","aug","wed",66,4,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,0
"276",34,"unemployed","married","basic.9y","unknown","no","no","cellular","apr","fri",181,1,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,0
"277",36,"unemployed","married","university.degree","no","no","no","cellular","aug","thu",222,1,999,0,"nonexistent",-2.9,92.201,-31.4,0.873,5076.2,1
"278",50,"technician","married","university.degree","no","no","no","telephone","jul","fri",78,5,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
"279",44,"admin.","single","basic.6y","unknown","no","no","telephone","jul","wed",383,7,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,0
"280",66,"retired","married","basic.6y","no","yes","no","cellular","aug","thu",267,1,999,0,"nonexistent",-2.9,92.201,-31.4,0.851,5076.2,1
"281",34,"technician","married","professional.course","no","no","no","telephone","jun","thu",320,1,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,0
"282",30,"technician","married","university.degree","no","yes","no","cellular","may","thu",46,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,0
"283",31,"admin.","married","university.degree","no","yes","no","cellular","may","wed",136,2,3,1,"success",-1.8,92.893,-46.2,1.27,5099.1,0
"284",38,"blue-collar","single","basic.9y","no","yes","no","telephone","may","fri",219,1,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,0
"285",30,"technician","married","university.degree","unknown","yes","no","telephone","may","thu",399,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,0
"286",52,"blue-collar","divorced","high.school","no","no","no","telephone","jun","wed",18,5,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,0
"287",37,"admin.","single","university.degree","no","no","no","telephone","nov","wed",623,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,1
"288",55,"technician","married","professional.course","no","yes","no","cellular","apr","mon",371,3,999,2,"failure",-1.8,93.075,-47.1,1.466,5099.1,0
"289",36,"retired","married","high.school","no","no","no","telephone","may","fri",192,20,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,0
"290",30,"services","married","high.school","no","yes","no","telephone","may","tue",261,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"291",39,"admin.","single","high.school","no","yes","no","telephone","jul","mon",215,3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
"292",30,"admin.","single","high.school","no","no","no","telephone","jul","mon",177,3,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,0
"293",47,"self-employed","married","professional.course","no","yes","no","telephone","mar","tue",110,1,999,0,"nonexistent",-1.8,93.369,-34.8,0.635,5008.7,1
"294",46,"admin.","married","university.degree","unknown","no","no","cellular","jul","fri",178,3,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,0
"295",26,"blue-collar","single","basic.4y","no","yes","yes","telephone","may","wed",371,1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,0
"296",47,"blue-collar","married","basic.4y","unknown","no","no","cellular","aug","tue",110,2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,0
"297",30,"admin.","single","university.degree","no","no","no","cellular","aug","tue",156,1,999,2,"failure",-2.9,92.201,-31.4,0.883,5076.2,0
"298",57,"management","married","university.degree","no","yes","no","cellular","aug","tue",71,1,5,2,"failure",-2.9,92.201,-31.4,0.883,5076.2,0
"299",35,"admin.","single","basic.4y","unknown","no","no","telephone","may","wed",803,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"300",42,"entrepreneur","married","university.degree","no","yes","no","cellular","may","mon",265,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.264,5099.1,0
"301",55,"admin.","divorced","university.degree","no","yes","no","cellular","nov","mon",288,2,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,0
"302",45,"admin.","divorced","university.degree","no","no","yes","cellular","nov","fri",59,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,0
"303",33,"entrepreneur","single","university.degree","no","no","no","cellular","may","thu",197,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,0
"304",51,"blue-collar","married","basic.4y","unknown","yes","no","cellular","aug","fri",207,1,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,0
"305",40,"management","married","high.school","no","no","no","cellular","may","fri",253,1,999,1,"failure",-1.8,92.893,-46.2,1.259,5099.1,0
"306",39,"housemaid","married","professional.course","no","yes","no","cellular","aug","fri",192,2,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,0
"307",33,"admin.","married","high.school","unknown","yes","no","telephone","may","fri",179,2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,0
"308",36,"retired","married","unknown","no","no","no","telephone","jul","thu",269,2,999,0,"nonexistent",1.4,93.918,-42.7,4.966,5228.1,0
"309",43,"blue-collar","married","basic.9y","no","no","no","telephone","may","thu",13,3,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,0
"310",32,"admin.","single","university.degree","no","yes","yes","cellular","aug","tue",220,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,0
"311",36,"technician","married","university.degree","no","yes","yes","cellular","aug","thu",22,1,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,0
"312",41,"admin.","married","basic.9y","no","yes","no","telephone","may","tue",241,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"313",56,"unknown","single","basic.9y","no","no","no","cellular","jul","mon",102,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
